dteday,hr,datetime,cnt,temp,hum,windspeed,traffic_factor,weather_condition,holiday_flag,weekend_flag,area_name,bike_model,base_price,surge_multiplier,final_price,zone
2024-09-04,13,2024-09-04 13:00:00,649,14.8,74.8,1.8,0.71,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-04,14,2024-09-04 14:00:00,714,18.0,84.2,0.7,0.71,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-04,15,2024-09-04 15:00:00,705,17.7,75.9,1.3,0.8,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-04,16,2024-09-04 16:00:00,828,16.9,71.4,5.7,0.83,Clear,1,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-04,17,2024-09-04 17:00:00,380,17.0,78.1,8.5,0.79,Heavy Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-04,18,2024-09-04 18:00:00,720,14.5,76.3,8.4,0.86,Light Rain,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-04,19,2024-09-04 19:00:00,625,14.8,84.7,3.6,0.82,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-04,20,2024-09-04 20:00:00,788,17.7,75.8,10.2,0.79,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-04,21,2024-09-04 21:00:00,720,13.7,80.1,0.6,0.71,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-04,22,2024-09-04 22:00:00,670,15.6,80.3,8.6,0.7,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-04,23,2024-09-04 23:00:00,560,15.4,75.2,13.2,0.72,Foggy,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-05,0,2024-09-05 00:00:00,624,16.4,88.0,4.7,0.72,Clear,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-05,1,2024-09-05 01:00:00,651,15.7,68.2,5.8,0.72,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-05,2,2024-09-05 02:00:00,609,15.6,72.6,7.9,0.75,Clear,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-05,3,2024-09-05 03:00:00,613,16.5,74.4,15.6,0.72,Cloudy,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-05,4,2024-09-05 04:00:00,639,13.1,78.2,4.6,0.71,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-05,5,2024-09-05 05:00:00,745,16.1,77.6,2.2,0.81,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-05,6,2024-09-05 06:00:00,870,17.7,80.5,17.7,0.77,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-05,7,2024-09-05 07:00:00,1030,12.5,72.3,0.2,0.84,Clear,0,0,Bangalore,All,65.0,1.25,81.25,City
2024-09-05,8,2024-09-05 08:00:00,464,11.4,76.8,8.7,0.87,Heavy Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-05,9,2024-09-05 09:00:00,1076,16.7,78.9,0.2,0.83,Clear,0,0,Bangalore,All,65.0,1.25,81.25,City
2024-09-05,10,2024-09-05 10:00:00,597,12.7,78.6,8.1,0.77,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-05,11,2024-09-05 11:00:00,766,14.4,76.9,9.1,0.76,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-05,12,2024-09-05 12:00:00,474,18.1,77.5,10.8,0.8,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-05,13,2024-09-05 13:00:00,375,14.8,83.9,9.3,0.74,Light Rain,1,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-05,14,2024-09-05 14:00:00,653,17.1,79.6,7.2,0.73,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-05,15,2024-09-05 15:00:00,767,15.9,76.6,6.1,0.75,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-05,16,2024-09-05 16:00:00,823,15.8,81.1,3.8,0.74,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-05,17,2024-09-05 17:00:00,965,16.8,72.5,9.0,0.79,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-05,18,2024-09-05 18:00:00,980,12.3,80.4,10.7,0.86,Cloudy,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-05,19,2024-09-05 19:00:00,932,13.8,86.7,15.5,0.8,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-05,20,2024-09-05 20:00:00,805,15.3,83.9,12.1,0.8,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-05,21,2024-09-05 21:00:00,737,12.3,75.1,0.9,0.77,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-05,22,2024-09-05 22:00:00,648,14.5,79.8,0.7,0.72,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-05,23,2024-09-05 23:00:00,584,13.4,79.2,7.8,0.69,Cloudy,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-06,0,2024-09-06 00:00:00,443,9.6,75.0,2.8,0.7,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-06,1,2024-09-06 01:00:00,594,16.3,82.1,23.7,0.75,Cloudy,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-06,2,2024-09-06 02:00:00,588,17.3,71.9,1.7,0.7,Cloudy,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-06,3,2024-09-06 03:00:00,643,11.9,70.3,5.4,0.71,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-06,4,2024-09-06 04:00:00,699,16.2,73.6,2.3,0.77,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-06,5,2024-09-06 05:00:00,753,14.3,79.6,2.0,0.81,Clear,1,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-06,6,2024-09-06 06:00:00,343,13.4,78.5,9.1,0.79,Heavy Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-06,7,2024-09-06 07:00:00,727,15.4,65.5,6.1,0.79,Light Rain,1,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-06,8,2024-09-06 08:00:00,1117,19.0,89.4,2.7,0.87,Clear,0,0,Bangalore,All,65.0,1.25,81.25,City
2024-09-06,9,2024-09-06 09:00:00,450,15.6,74.1,8.1,0.86,Heavy Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-06,10,2024-09-06 10:00:00,353,14.1,71.8,8.8,0.78,Heavy Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-06,11,2024-09-06 11:00:00,724,12.3,71.3,3.2,0.73,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-06,12,2024-09-06 12:00:00,656,16.4,69.5,13.2,0.74,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-06,13,2024-09-06 13:00:00,551,20.5,79.6,9.8,0.69,Foggy,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-06,14,2024-09-06 14:00:00,681,13.2,79.2,7.1,0.75,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-06,15,2024-09-06 15:00:00,721,13.9,78.7,13.7,0.72,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-06,16,2024-09-06 16:00:00,599,17.9,75.2,1.1,0.81,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-06,17,2024-09-06 17:00:00,982,12.7,74.2,3.0,0.81,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-06,18,2024-09-06 18:00:00,924,16.5,77.8,5.0,0.79,Cloudy,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-06,19,2024-09-06 19:00:00,879,15.2,76.1,3.3,0.78,Cloudy,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-06,20,2024-09-06 20:00:00,842,14.9,77.3,12.3,0.75,Cloudy,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-06,21,2024-09-06 21:00:00,710,12.1,79.3,5.1,0.75,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-06,22,2024-09-06 22:00:00,631,13.7,75.9,1.6,0.71,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-06,23,2024-09-06 23:00:00,439,16.5,77.2,5.9,0.76,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-07,0,2024-09-07 00:00:00,681,15.3,77.8,13.1,0.77,Clear,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-07,1,2024-09-07 01:00:00,651,15.3,75.4,3.7,0.78,Cloudy,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-07,2,2024-09-07 02:00:00,702,19.2,85.6,6.1,0.69,Clear,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-07,3,2024-09-07 03:00:00,679,16.8,75.1,5.3,0.7,Cloudy,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-07,4,2024-09-07 04:00:00,802,17.7,79.7,3.8,0.77,Clear,0,1,Bangalore,All,65.0,1.17,76.05,City
2024-09-07,5,2024-09-07 05:00:00,546,12.9,80.9,0.8,0.77,Light Rain,0,1,Bangalore,All,65.0,1.0,65.0,City
2024-09-07,6,2024-09-07 06:00:00,995,16.9,87.1,9.1,0.76,Clear,0,1,Bangalore,All,65.0,1.17,76.05,City
2024-09-07,7,2024-09-07 07:00:00,1165,13.6,78.2,2.7,0.81,Clear,0,1,Bangalore,All,65.0,1.25,81.25,City
2024-09-07,8,2024-09-07 08:00:00,1199,15.6,70.1,20.0,0.82,Clear,0,1,Bangalore,All,65.0,1.25,81.25,City
2024-09-07,9,2024-09-07 09:00:00,1168,17.5,78.6,0.4,0.82,Clear,0,1,Bangalore,All,65.0,1.25,81.25,City
2024-09-07,10,2024-09-07 10:00:00,998,16.8,71.3,13.8,0.8,Cloudy,0,1,Bangalore,All,65.0,1.17,76.05,City
2024-09-07,11,2024-09-07 11:00:00,865,14.5,77.9,16.0,0.77,Clear,0,1,Bangalore,All,65.0,1.17,76.05,City
2024-09-07,12,2024-09-07 12:00:00,752,14.0,76.5,7.4,0.79,Clear,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-07,13,2024-09-07 13:00:00,696,14.9,71.2,13.4,0.7,Clear,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-07,14,2024-09-07 14:00:00,739,13.9,68.1,2.7,0.73,Clear,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-07,15,2024-09-07 15:00:00,793,17.6,83.1,3.3,0.75,Clear,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-07,16,2024-09-07 16:00:00,890,13.9,74.0,4.2,0.79,Clear,0,1,Bangalore,All,65.0,1.17,76.05,City
2024-09-07,17,2024-09-07 17:00:00,989,15.7,79.4,3.5,0.81,Clear,0,1,Bangalore,All,65.0,1.17,76.05,City
2024-09-07,18,2024-09-07 18:00:00,453,12.0,80.3,1.9,0.79,Heavy Rain,0,1,Bangalore,All,65.0,1.0,65.0,City
2024-09-07,19,2024-09-07 19:00:00,1061,19.0,82.1,2.3,0.82,Clear,0,1,Bangalore,All,65.0,1.25,81.25,City
2024-09-07,20,2024-09-07 20:00:00,934,12.7,84.4,1.1,0.81,Clear,0,1,Bangalore,All,65.0,1.17,76.05,City
2024-09-07,21,2024-09-07 21:00:00,555,14.4,73.5,17.0,0.77,Light Rain,0,1,Bangalore,All,65.0,1.0,65.0,City
2024-09-07,22,2024-09-07 22:00:00,328,14.0,74.5,0.1,0.79,Heavy Rain,0,1,Bangalore,All,65.0,1.0,65.0,City
2024-09-07,23,2024-09-07 23:00:00,677,14.9,76.2,9.5,0.72,Cloudy,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-08,0,2024-09-08 00:00:00,676,12.4,82.8,0.5,0.77,Clear,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-08,1,2024-09-08 01:00:00,661,13.1,79.6,9.3,0.71,Cloudy,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-08,2,2024-09-08 02:00:00,688,17.8,79.7,3.3,0.69,Clear,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-08,3,2024-09-08 03:00:00,543,17.1,76.4,5.2,0.77,Foggy,0,1,Bangalore,All,65.0,1.0,65.0,City
2024-09-08,4,2024-09-08 04:00:00,777,12.5,85.7,1.6,0.7,Clear,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-08,5,2024-09-08 05:00:00,823,16.3,74.2,1.0,0.79,Clear,0,1,Bangalore,All,65.0,1.17,76.05,City
2024-09-08,6,2024-09-08 06:00:00,1002,11.0,84.9,1.6,0.85,Clear,0,1,Bangalore,All,65.0,1.17,76.05,City
2024-09-08,7,2024-09-08 07:00:00,1192,14.4,71.5,8.0,0.82,Clear,0,1,Bangalore,All,65.0,1.25,81.25,City
2024-09-08,8,2024-09-08 08:00:00,1159,14.8,73.0,11.6,0.89,Cloudy,0,1,Bangalore,All,65.0,1.25,81.25,City
2024-09-08,9,2024-09-08 09:00:00,1114,11.8,68.1,10.2,0.78,Cloudy,0,1,Bangalore,All,65.0,1.25,81.25,City
2024-09-08,10,2024-09-08 10:00:00,994,18.9,84.1,2.9,0.76,Clear,0,1,Bangalore,All,65.0,1.17,76.05,City
2024-09-08,11,2024-09-08 11:00:00,803,17.7,71.8,13.6,0.76,Cloudy,0,1,Bangalore,All,65.0,1.17,76.05,City
2024-09-08,12,2024-09-08 12:00:00,777,14.8,73.1,1.8,0.72,Cloudy,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-08,13,2024-09-08 13:00:00,707,9.8,74.1,13.2,0.73,Cloudy,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-08,14,2024-09-08 14:00:00,771,15.9,80.0,3.6,0.72,Clear,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-08,15,2024-09-08 15:00:00,545,15.7,74.6,1.8,0.72,Light Rain,0,1,Bangalore,All,65.0,1.0,65.0,City
2024-09-08,16,2024-09-08 16:00:00,930,14.2,71.5,7.0,0.82,Clear,0,1,Bangalore,All,65.0,1.17,76.05,City
2024-09-08,17,2024-09-08 17:00:00,759,12.9,78.9,7.5,0.84,Light Rain,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-08,18,2024-09-08 18:00:00,989,14.0,77.8,2.9,0.79,Cloudy,0,1,Bangalore,All,65.0,1.17,76.05,City
2024-09-08,19,2024-09-08 19:00:00,1061,14.7,76.4,4.5,0.82,Clear,0,1,Bangalore,All,65.0,1.25,81.25,City
2024-09-08,20,2024-09-08 20:00:00,910,15.0,82.7,4.3,0.74,Clear,0,1,Bangalore,All,65.0,1.17,76.05,City
2024-09-08,21,2024-09-08 21:00:00,762,16.5,81.4,4.4,0.74,Cloudy,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-08,22,2024-09-08 22:00:00,789,17.7,78.1,14.0,0.77,Clear,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-08,23,2024-09-08 23:00:00,684,13.0,74.2,6.3,0.75,Clear,0,1,Bangalore,All,65.0,1.08,70.2,City
2024-09-09,0,2024-09-09 00:00:00,631,13.9,79.1,10.0,0.71,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-09,1,2024-09-09 01:00:00,639,12.6,76.2,8.9,0.7,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-09,2,2024-09-09 02:00:00,624,12.8,75.8,8.0,0.78,Cloudy,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-09,3,2024-09-09 03:00:00,635,13.0,81.8,14.8,0.69,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-09,4,2024-09-09 04:00:00,734,12.5,83.3,9.6,0.79,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-09,5,2024-09-09 05:00:00,332,12.9,72.4,2.1,0.78,Heavy Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-09,6,2024-09-09 06:00:00,622,14.1,82.6,3.8,0.83,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-09,7,2024-09-09 07:00:00,989,12.4,84.7,8.1,0.81,Cloudy,1,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-09,8,2024-09-09 08:00:00,1049,18.0,81.1,13.3,0.86,Clear,0,0,Bangalore,All,65.0,1.25,81.25,City
2024-09-09,9,2024-09-09 09:00:00,675,17.2,78.1,7.9,0.79,Light Rain,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-09,10,2024-09-09 10:00:00,928,17.1,72.4,3.4,0.81,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-09,11,2024-09-09 11:00:00,677,16.5,76.8,6.3,0.82,Foggy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-09,12,2024-09-09 12:00:00,669,17.1,73.8,4.5,0.74,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-09,13,2024-09-09 13:00:00,678,14.9,88.6,5.6,0.79,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-09,14,2024-09-09 14:00:00,643,12.4,72.3,1.2,0.74,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-09,15,2024-09-09 15:00:00,284,20.4,82.7,0.0,0.73,Heavy Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-09,16,2024-09-09 16:00:00,722,16.0,71.9,8.8,0.79,Foggy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-09,17,2024-09-09 17:00:00,872,12.5,69.3,2.1,0.82,Cloudy,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-09,18,2024-09-09 18:00:00,685,18.8,78.2,1.9,0.84,Light Rain,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-09,19,2024-09-09 19:00:00,913,15.2,64.8,4.6,0.77,Cloudy,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-09,20,2024-09-09 20:00:00,585,16.8,80.3,7.1,0.77,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-09,21,2024-09-09 21:00:00,633,15.8,74.5,5.1,0.78,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-09,22,2024-09-09 22:00:00,462,16.2,74.4,9.5,0.75,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-09,23,2024-09-09 23:00:00,592,15.5,84.1,8.7,0.78,Cloudy,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-10,0,2024-09-10 00:00:00,458,14.1,75.7,6.6,0.76,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-10,1,2024-09-10 01:00:00,604,19.2,74.0,3.7,0.78,Clear,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-10,2,2024-09-10 02:00:00,651,14.8,79.3,14.0,0.7,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-10,3,2024-09-10 03:00:00,478,12.4,79.1,17.2,0.72,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-10,4,2024-09-10 04:00:00,704,15.0,85.5,1.8,0.72,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-10,5,2024-09-10 05:00:00,558,14.9,82.4,7.3,0.75,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-10,6,2024-09-10 06:00:00,945,14.9,73.1,7.6,0.82,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-10,7,2024-09-10 07:00:00,989,15.4,81.0,4.5,0.83,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-10,8,2024-09-10 08:00:00,1116,18.1,77.0,9.5,0.88,Clear,0,0,Bangalore,All,65.0,1.25,81.25,City
2024-09-10,9,2024-09-10 09:00:00,949,15.7,75.4,0.9,0.86,Cloudy,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-10,10,2024-09-10 10:00:00,633,13.4,76.2,2.6,0.81,Light Rain,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-10,11,2024-09-10 11:00:00,583,18.4,70.4,0.6,0.81,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-10,12,2024-09-10 12:00:00,707,18.9,72.3,1.7,0.72,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-10,13,2024-09-10 13:00:00,651,13.7,70.8,6.4,0.74,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-10,14,2024-09-10 14:00:00,497,14.5,79.5,5.4,0.79,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-10,15,2024-09-10 15:00:00,301,12.4,73.0,1.1,0.78,Heavy Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-10,16,2024-09-10 16:00:00,804,17.3,73.2,9.1,0.75,Cloudy,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-10,17,2024-09-10 17:00:00,983,11.7,71.4,16.5,0.84,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-10,18,2024-09-10 18:00:00,1017,19.7,70.9,2.3,0.85,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-10,19,2024-09-10 19:00:00,919,18.6,68.6,8.1,0.77,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-10,20,2024-09-10 20:00:00,829,18.3,74.0,13.7,0.82,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-10,21,2024-09-10 21:00:00,722,12.7,81.1,12.4,0.78,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-10,22,2024-09-10 22:00:00,655,13.9,77.7,0.5,0.74,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-10,23,2024-09-10 23:00:00,619,18.4,80.9,0.6,0.75,Cloudy,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-11,0,2024-09-11 00:00:00,634,16.6,77.0,3.8,0.74,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-11,1,2024-09-11 01:00:00,449,10.7,71.1,4.4,0.73,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-11,2,2024-09-11 02:00:00,627,18.5,77.2,15.1,0.78,Clear,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-11,3,2024-09-11 03:00:00,622,15.9,88.2,6.1,0.75,Cloudy,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-11,4,2024-09-11 04:00:00,642,13.9,74.0,1.3,0.78,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-11,5,2024-09-11 05:00:00,801,13.7,87.6,0.3,0.73,Cloudy,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-11,6,2024-09-11 06:00:00,915,13.4,86.2,1.8,0.78,Cloudy,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-11,7,2024-09-11 07:00:00,982,11.7,81.4,1.7,0.79,Cloudy,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-11,8,2024-09-11 08:00:00,1097,12.4,71.1,0.4,0.8,Clear,0,0,Bangalore,All,65.0,1.25,81.25,City
2024-09-11,9,2024-09-11 09:00:00,1076,15.7,83.0,4.7,0.87,Clear,0,0,Bangalore,All,65.0,1.25,81.25,City
2024-09-11,10,2024-09-11 10:00:00,976,14.1,73.6,18.3,0.82,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-11,11,2024-09-11 11:00:00,795,17.5,81.1,4.9,0.73,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-11,12,2024-09-11 12:00:00,666,12.9,78.4,0.7,0.7,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-11,13,2024-09-11 13:00:00,439,13.1,78.3,14.3,0.71,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-11,14,2024-09-11 14:00:00,687,12.6,74.6,2.8,0.77,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-11,15,2024-09-11 15:00:00,763,16.9,81.9,2.1,0.8,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-11,16,2024-09-11 16:00:00,900,15.4,75.7,10.5,0.83,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-11,17,2024-09-11 17:00:00,901,14.3,81.2,3.1,0.81,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-11,18,2024-09-11 18:00:00,995,17.5,86.5,1.7,0.84,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-11,19,2024-09-11 19:00:00,719,16.8,76.2,9.7,0.82,Light Rain,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-11,20,2024-09-11 20:00:00,811,17.7,85.2,2.7,0.82,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-11,21,2024-09-11 21:00:00,687,10.7,85.0,22.1,0.72,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-11,22,2024-09-11 22:00:00,493,16.2,83.8,5.8,0.79,Light Rain,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-11,23,2024-09-11 23:00:00,567,15.4,75.1,3.8,0.75,Cloudy,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-12,0,2024-09-12 00:00:00,613,18.3,74.9,5.2,0.72,Clear,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-12,1,2024-09-12 01:00:00,669,16.2,78.7,7.9,0.69,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-12,2,2024-09-12 02:00:00,571,16.6,72.8,8.0,0.69,Cloudy,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-12,3,2024-09-12 03:00:00,648,16.3,73.9,1.8,0.71,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-12,4,2024-09-12 04:00:00,563,11.0,80.9,0.5,0.78,Foggy,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-12,5,2024-09-12 05:00:00,721,14.3,79.9,2.7,0.75,Cloudy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-12,6,2024-09-12 06:00:00,962,17.5,80.8,1.2,0.77,Clear,0,0,Bangalore,All,65.0,1.17,76.05,City
2024-09-12,7,2024-09-12 07:00:00,767,11.6,81.9,5.8,0.84,Light Rain,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-12,8,2024-09-12 08:00:00,1045,14.9,80.6,11.6,0.82,Cloudy,0,0,Bangalore,All,65.0,1.25,81.25,City
2024-09-12,9,2024-09-12 09:00:00,731,17.5,81.2,1.3,0.85,Light Rain,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-12,10,2024-09-12 10:00:00,788,17.3,85.4,5.2,0.76,Foggy,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-12,11,2024-09-12 11:00:00,754,14.1,75.6,5.1,0.81,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-12,12,2024-09-12 12:00:00,621,14.3,83.6,3.5,0.7,Foggy,0,0,Bangalore,All,65.0,1.0,65.0,City
2024-09-12,13,2024-09-12 13:00:00,661,16.1,83.7,0.6,0.71,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-12,14,2024-09-12 14:00:00,666,16.6,76.2,9.0,0.78,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
2024-09-12,15,2024-09-12 15:00:00,717,12.4,83.1,6.3,0.76,Clear,0,0,Bangalore,All,65.0,1.08,70.2,City
